,location,total_sqft,bath,price,bhk,encoded_location
7391,Bellandur,1049.0,2.0,51.0,2,41
7392,Amruthahalli,2650.0,4.0,175.0,3,15
7393,Varthur Road,850.0,2.0,25.4,2,218
7394,Jakkur,1282.0,2.0,72.0,2,110
7395,Kalena Agrahara,800.0,2.0,40.0,2,121
7396,Magadi Road,1318.0,2.0,68.0,3,155
7397,Kanakpura Road,1698.0,2.0,105.0,2,127
7398,others,1555.0,2.0,67.0,3,230
7399,Sarjapur  Road,1881.0,3.0,145.0,3,194
7400,Yelahanka,1890.0,3.0,109.0,3,226
7401,Old Madras Road,935.0,2.0,32.0,2,177
7402,Cox Town,1000.0,2.0,58.0,2,63
7403,Singasandra,1510.0,3.0,75.0,3,201
7404,Uttarahalli,1120.0,2.0,50.0,2,216
7405,Talaghattapura,1175.0,2.0,62.0,2,208
7406,Bellandur,1350.0,2.0,63.0,3,41
7407,others,2180.0,4.0,115.0,4,230
7408,Kasavanhalli,1715.0,3.0,112.0,3,130
7409,Hebbal,1072.0,2.0,45.0,2,92
7410,Panathur,1230.0,2.0,80.0,2,180
7411,Murugeshpalya,1600.0,2.0,65.0,3,165
7412,Thanisandra,1411.0,3.0,93.25,3,209
7413,Rayasandra,3600.0,5.0,145.0,5,189
7414,Jalahalli,2404.0,3.0,138.0,3,111
7415,Doddathoguru,1208.0,3.0,45.0,3,70
7416,Haralur Road,1225.0,2.0,69.84,2,90
7417,Hebbal,1162.0,2.0,69.0,2,92
7418,Thanisandra,1262.0,2.0,65.0,3,209
7419,others,1050.0,2.0,35.0,2,230
7420,Channasandra,1500.0,3.0,61.95,3,57
7421,others,1610.0,3.0,85.0,3,230
7422,Whitefield,1340.0,2.0,41.0,2,224
7423,Sarjapur  Road,2275.0,4.0,182.0,3,194
7424,others,3150.0,3.0,135.0,4,230
7425,Hosa Road,1170.0,2.0,65.0,2,101
7426,Channasandra,1800.0,3.0,60.0,3,57
7427,Banashankari Stage VI,1423.0,2.0,71.73,3,31
7428,Kaggadasapura,1106.0,2.0,40.0,2,118
7429,others,1255.0,2.0,56.7,2,230
7430,Babusapalaya,1061.0,2.0,38.95,2,25
7431,others,600.0,2.0,29.5,2,230
7432,Domlur,2100.0,3.0,145.0,3,71
7433,others,907.0,2.0,55.43,2,230
7434,Hennur Road,2047.0,3.0,67.55,3,96
7435,others,2597.0,4.0,189.0,4,230
7436,Bellandur,1211.0,2.0,63.0,2,41
7437,Hennur Road,1904.0,3.0,129.0,3,96
7438,Balagere,1205.0,2.0,73.87,2,26
7439,Yeshwanthpur,1164.0,2.0,64.08,2,229
7440,others,1410.0,2.0,73.0,2,230
7441,others,1150.0,2.0,42.0,2,230
7442,others,1170.0,2.0,53.11,2,230
7443,Hennur,1420.0,2.0,62.0,2,95
7444,Panathur,1125.0,2.0,45.0,2,180
7445,NRI Layout,1789.0,3.0,75.0,3,168
7446,Hulimavu,1021.0,2.0,76.0,2,105
7447,Kalena Agrahara,1222.0,2.0,48.0,2,121
7448,Hennur Road,1981.0,3.0,134.0,3,96
7449,Yelachenahalli,1103.0,2.0,55.0,2,225
7450,others,1201.0,2.0,65.0,2,230
7451,Sarjapur  Road,970.0,2.0,36.0,2,194
7452,Sarjapur,920.0,2.0,33.0,2,193
7453,Yeshwanthpur,1520.0,3.0,85.0,3,229
7454,Sonnenahalli,1268.0,2.0,75.0,3,204
7455,others,660.0,1.0,30.0,1,230
7456,Harlur,1755.0,3.0,115.0,3,91
7457,Hoskote,945.0,2.0,35.0,2,103
7458,8th Phase JP Nagar,500.0,1.0,33.0,1,8
7459,Harlur,2820.0,4.0,153.5,4,91
7460,Rachenahalli,1167.0,2.0,37.5,2,183
7461,Domlur,1276.0,2.0,80.0,2,71
7462,Thanisandra,1234.0,2.0,51.0,2,209
7463,ISRO Layout,1370.0,2.0,87.0,3,106
7464,Electronic City,1400.0,3.0,90.0,3,74
7465,others,1050.0,2.0,40.0,2,230
7466,Ramagondanahalli,1251.0,2.0,46.0,2,187
7467,Yeshwanthpur,1677.0,3.0,92.13,3,229
7468,Sarjapur  Road,1346.0,2.0,67.38,2,194
7469,Kanakapura,1290.0,2.0,51.1,3,126
7470,Garudachar Palya,1150.0,2.0,52.0,2,79
7471,others,950.0,2.0,65.0,2,230
7472,Ramamurthy Nagar,1050.0,2.0,51.66,2,188
7473,Hoodi,1660.0,3.0,131.0,3,97
7474,Nagavarapalya,1134.0,2.0,55.0,2,172
7475,Hebbal,1100.0,2.0,60.0,2,92
7476,others,980.0,3.0,80.0,3,230
7477,others,1080.0,2.0,37.8,2,230
7478,CV Raman Nagar,705.0,2.0,50.0,1,54
7479,others,1200.0,2.0,35.0,3,230
7480,Anandapura,1200.0,2.0,50.0,2,16
7481,Talaghattapura,1804.0,3.0,127.0,3,208
7482,Battarahalli,1090.0,2.0,38.37,2,38
7483,Electronic City,1287.0,3.0,55.0,3,74
7484,Thigalarapalya,2215.0,4.0,157.0,3,210
7485,Sarjapur  Road,1045.0,2.0,42.15,2,194
7486,Hormavu,1263.0,2.0,47.36,2,100
7487,Whitefield,1431.0,3.0,85.0,3,224
7488,Dommasandra,999.0,2.0,32.9,2,72
7489,others,1535.0,3.0,72.0,3,230
7490,Marathahalli,2524.0,5.0,180.0,4,161
7491,7th Phase JP Nagar,2095.0,3.0,150.0,3,7
7492,others,1265.0,2.0,68.0,2,230
7493,Kudlu Gate,1215.0,2.0,44.96,2,148
7494,Yelahanka New Town,2200.0,2.0,180.0,2,227
7495,Electronics City Phase 1,1028.0,2.0,51.0,2,76
7496,Hegde Nagar,1835.0,2.0,92.0,3,94
7497,Munnekollal,1800.0,3.0,65.0,3,164
7498,Sarjapur  Road,2880.0,3.0,211.0,4,194
7499,Dasanapura,708.0,2.0,31.15,2,64
7500,Hosakerehalli,925.0,2.0,46.25,2,102
7501,Bannerghatta Road,2826.0,3.0,148.0,3,35
7502,Kanakpura Road,458.0,1.0,33.66,1,127
7503,others,3500.0,4.0,150.0,4,230
7504,others,5400.0,4.0,250.0,4,230
7505,Amruthahalli,1450.0,2.0,90.0,3,15
7506,Kasavanhalli,1100.0,2.0,65.0,2,130
7507,Kadubeesanahalli,1185.0,2.0,55.0,2,116
7508,9th Phase JP Nagar,1900.0,4.0,80.0,4,9
7509,others,660.0,1.0,35.0,1,230
7510,Ambedkar Nagar,1920.0,4.0,121.0,3,14
7511,Sarjapur  Road,3418.0,2.0,222.0,4,194
7512,1st Phase JP Nagar,4550.0,2.0,240.0,4,2
7513,Bhoganhalli,1205.0,2.0,68.32,2,44
7514,Haralur Road,1200.0,2.0,46.0,2,90
7515,Akshaya Nagar,1421.0,2.0,73.0,3,12
7516,6th Phase JP Nagar,1250.0,3.0,48.9,3,6
7517,Whitefield,524.0,1.0,29.0,1,224
7518,HSR Layout,4200.0,5.0,245.0,5,89
7519,Rachenahalli,985.0,2.0,50.17,2,183
7520,Whitefield,2830.0,4.0,161.0,4,224
7521,others,1140.0,2.0,60.0,2,230
7522,5th Block Hbr Layout,3600.0,5.0,130.0,5,4
7523,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3,184
7524,Devanahalli,1360.0,2.0,62.425,2,66
7525,Dasarahalli,1333.0,2.0,86.65,2,65
7526,Electronic City,1258.0,2.0,85.5,2,74
7527,others,1458.0,2.0,87.0,3,230
7528,Electronic City,1386.0,2.0,85.0,2,74
7529,others,550.0,1.0,27.0,1,230
7530,Lakshminarayana Pura,1200.0,2.0,83.0,2,153
7531,others,1081.0,2.0,39.0,2,230
7532,Whitefield,2135.0,3.0,149.0,4,224
7533,Whitefield,2500.0,4.0,100.0,4,224
7534,others,1178.0,2.0,80.0,2,230
7535, Devarachikkanahalli,991.0,2.0,40.0,2,0
7536,Gottigere,1493.0,2.0,90.0,3,82
7537,Subramanyapura,2495.0,3.0,130.0,3,205
7538,Kammasandra,1080.0,2.0,31.99,2,125
7539,Dasanapura,814.0,2.0,53.0,2,64
7540,Electronic City,1025.0,2.0,50.0,2,74
7541,Whitefield,3075.0,2.0,188.0,4,224
7542,others,1175.0,2.0,52.86,2,230
7543,KR Puram,1100.0,2.0,45.0,2,115
7544,Banashankari,1450.0,2.0,50.75,2,27
7545,6th Phase JP Nagar,1810.0,3.0,131.0,3,6
7546,others,1426.0,2.0,71.0,3,230
7547,Sector 7 HSR Layout,2400.0,2.0,195.0,3,197
7548,Kalyan nagar,1100.0,2.0,70.0,2,122
7549,Electronic City Phase II,650.0,1.0,35.0,1,75
7550,Kaikondrahalli,900.0,2.0,27.0,2,120
7551,Billekahalli,1360.0,2.0,110.0,2,45
7552,Yeshwanthpur,674.0,1.0,36.85,1,229
7553,Whitefield,1655.0,3.0,110.0,3,224
7554,others,1300.0,2.0,95.0,2,230
7555,others,936.0,1.0,53.0,1,230
7556,others,1277.0,2.0,92.0,2,230
7557,others,1200.0,2.0,54.0,2,230
7558,Hormavu,1015.0,2.0,39.08,2,100
7559,Budigere,1153.0,2.0,60.0,2,53
7560,Kengeri,1035.0,2.0,51.5,2,135
7561,KR Puram,3300.0,3.0,255.0,5,115
7562,Uttarahalli,1150.0,2.0,46.0,2,216
7563,Malleshwaram,1020.0,2.0,80.0,2,160
7564,8th Phase JP Nagar,1160.0,2.0,95.0,2,8
7565,Brookefield,1225.0,2.0,72.0,2,52
7566,others,1350.0,3.0,60.0,3,230
7567,Channasandra,830.0,2.0,36.28,2,57
7568,Jalahalli,905.0,2.0,55.0,2,111
7569,Vijayanagar,1375.0,2.0,75.0,3,220
7570,Electronic City,1140.0,2.0,33.84,2,74
7571,Hormavu,1550.0,2.0,60.0,3,100
7572,Kannamangala,957.0,2.0,55.0,2,128
7573,9th Phase JP Nagar,890.0,2.0,45.0,2,9
7574,KR Puram,3000.0,4.0,235.0,4,115
7575,others,2400.0,5.0,150.0,5,230
7576,Rachenahalli,925.0,2.0,37.0,2,183
7577,Kammasandra,1415.0,2.0,60.0,2,125
7578,Thanisandra,1225.0,2.0,37.0,2,209
7579,Hennur Road,2000.0,4.0,90.0,4,96
7580,Whitefield,840.0,1.0,57.0,1,224
7581,Thanisandra,1732.0,3.0,112.0,3,209
7582,others,1200.0,1.0,45.0,1,230
7583,Bhoganhalli,1260.0,2.0,69.9,2,44
7584,others,1092.0,2.0,49.0,2,230
7585,others,827.0,2.0,34.0,2,230
7586,Chamrajpet,650.0,1.0,40.0,2,55
7587,Whitefield,1725.0,3.0,106.0,3,224
7588,Jalahalli,1000.0,2.0,70.0,2,111
7589,TC Palaya,1350.0,1.0,55.0,1,207
7590,Bellandur,1717.0,3.0,110.0,3,41
7591,Kanakpura Road,700.0,2.0,34.0,2,127
7592,others,800.0,2.0,32.0,2,230
7593,Sonnenahalli,1415.0,2.0,65.0,3,204
7594,7th Phase JP Nagar,1976.0,3.0,145.0,3,7
7595,Kambipura,883.0,2.0,37.01,2,123
7596,Yelahanka,700.0,1.0,38.0,1,226
7597,Sarjapur,1445.0,3.0,50.0,3,193
7598,Battarahalli,2082.0,3.0,104.0,3,38
7599,Thanisandra,933.0,2.0,66.0,2,209
7600,Electronic City Phase II,1155.0,2.0,57.0,2,75
7601,Bannerghatta,1200.0,2.0,73.2,2,34
7602,others,1055.0,2.0,43.0,2,230
7603,Rajaji Nagar,1555.0,3.0,125.0,3,185
7604,Bellandur,1420.0,3.0,62.0,3,41
7605,KR Puram,1035.0,2.0,40.0,2,115
7606,Yelahanka New Town,488.0,1.0,20.0,1,227
7607,others,2760.0,5.0,140.0,5,230
7608,others,993.0,2.0,42.0,2,230
7609,Hoodi,1225.0,2.0,45.0,2,97
7610,Sompura,825.0,2.0,32.0,2,203
7611,Electronic City Phase II,1800.0,3.0,92.0,3,75
7612,Kanakpura Road,1167.0,2.0,63.0,2,127
7613,Sarjapur,1150.0,2.0,41.0,2,193
7614,others,650.0,1.0,50.0,1,230
7615,Sarjapur  Road,675.0,1.0,27.0,1,194
7616,others,2260.0,3.0,90.0,2,230
7617,others,720.0,1.0,32.39,1,230
7618,Yelahanka New Town,1100.0,2.0,58.0,2,227
7619,Uttarahalli,1330.0,2.0,58.0,3,216
7620,others,2400.0,5.0,75.0,6,230
7621,Banashankari,1770.0,3.0,108.0,3,27
7622,Prithvi Layout,2100.0,3.0,125.0,3,181
7623,Pai Layout,1000.0,2.0,42.0,2,179
7624,Ramamurthy Nagar,2916.0,5.0,230.0,4,188
7625,Kanakpura Road,1419.59,2.0,65.0,3,127
7626,Kodihalli,1400.0,3.0,81.0,3,141
7627,Horamavu Agara,750.0,2.0,37.49,2,98
7628,Bannerghatta,1070.0,2.0,87.0,2,34
7629,Kannamangala,1536.0,3.0,107.0,3,128
7630,JP Nagar,2400.0,3.0,196.0,3,109
7631,Sarjapur  Road,1773.5,2.0,102.92,3,194
7632,Electronic City,1342.0,2.0,72.0,2,74
7633,others,1600.0,3.0,130.0,3,230
7634,Kanakapura,938.0,1.0,50.0,1,126
7635,Budigere,1820.0,3.0,99.0,3,53
7636,Bhoganhalli,2439.0,4.0,170.0,4,44
7637,Kanakpura Road,1665.0,3.0,78.0,3,127
7638,Basavangudi,1850.0,3.0,150.0,3,36
7639,Bommanahalli,1091.0,2.0,40.0,2,48
7640,Brookefield,3675.0,4.0,176.0,4,52
7641,JP Nagar,1060.0,2.0,33.95,2,109
7642,Whitefield,1059.0,2.0,57.0,2,224
7643,Hebbal,1299.0,2.0,97.0,2,92
7644,Yelahanka,1491.0,3.0,85.0,3,226
7645,Basaveshwara Nagar,1200.0,2.0,85.0,2,37
7646,Yelahanka,2088.0,5.0,110.0,4,226
7647,Hulimavu,581.0,1.0,29.0,1,105
7648,others,1296.0,2.0,70.0,2,230
7649,others,1125.0,2.0,55.0,2,230
7650,Electronic City,1275.0,3.0,70.0,3,74
7651,Kothanur,1095.0,2.0,55.0,2,146
7652,Old Madras Road,1330.0,2.0,74.0,2,177
7653,Marathahalli,1135.0,2.0,60.0,2,161
7654,Whitefield,516.0,1.0,39.0,1,224
7655,others,1194.0,2.0,51.0,2,230
7656,Electronic City,770.0,1.0,38.0,2,74
7657,Chikkalasandra,1355.0,3.0,54.2,3,60
7658,Harlur,2569.0,4.0,175.0,4,91
7659,Bhoganhalli,1707.0,3.0,115.0,3,44
7660,Sultan Palaya,1070.0,2.0,49.0,2,206
7661,Whitefield,6000.0,4.0,410.0,4,224
7662,Tumkur Road,1240.0,2.0,83.0,3,214
7663,JP Nagar,1300.0,2.0,91.65,2,109
7664,Ambalipura,1700.0,2.0,76.0,2,13
7665,Yeshwanthpur,1383.0,2.0,76.18,3,229
7666,others,3000.0,4.0,170.0,5,230
7667,Hulimavu,935.0,2.0,45.0,2,105
7668,Thigalarapalya,2072.0,4.0,151.0,3,210
7669,KR Puram,1116.0,2.0,45.0,2,115
7670,Whitefield,1639.0,3.0,107.0,3,224
7671,Marathahalli,1839.0,3.0,130.0,3,161
7672,others,1300.0,2.0,63.0,2,230
7673,Horamavu Agara,625.0,1.0,27.0,1,98
7674,Thanisandra,933.0,1.0,61.0,1,209
7675,Hosur Road,2289.0,3.0,180.0,3,104
7676,Ramamurthy Nagar,2316.0,3.0,125.0,3,188
7677,Electronic City,1005.0,2.0,39.77,2,74
7678,Horamavu Agara,1080.0,2.0,38.0,2,98
7679,Vishwapriya Layout,910.0,2.0,36.0,2,222
7680,Hormavu,1200.0,2.0,73.0,2,100
7681,Electronic City,1110.0,2.0,39.9,2,74
7682,Kothanur,1142.0,2.0,56.0,2,146
7683,2nd Stage Nagarbhavi,4000.0,4.0,240.0,5,3
7684,AECS Layout,1005.0,2.0,55.0,2,10
7685,others,1626.6,3.0,133.0,3,230
7686,Kothanur,1074.0,2.0,54.0,2,146
7687,Basavangudi,1230.0,2.0,80.0,2,36
7688,Electronic City,660.0,1.0,23.0,2,74
7689,others,1007.0,2.0,48.0,2,230
7690,Whitefield,1820.0,3.0,113.0,3,224
7691,others,1348.0,2.0,100.0,2,230
7692,Kasavanhalli,1230.0,2.0,66.25,2,130
7693,Horamavu Agara,1176.0,2.0,37.62,3,98
7694,Frazer Town,1200.0,2.0,78.0,2,77
7695,others,1298.0,2.0,65.0,2,230
7696,Kothanur,1285.0,2.0,60.0,2,146
7697,Electronic City,1644.0,3.0,92.59,3,74
7698,Kasavanhalli,1819.0,3.0,150.0,3,130
7699,1st Phase JP Nagar,1205.0,2.0,85.0,2,2
7700,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2,184
7701,9th Phase JP Nagar,1240.0,2.0,39.89,3,9
7702,Jigani,1221.0,3.0,70.0,3,113
7703,Kanakpura Road,1339.0,2.0,63.0,2,127
7704,Thigalarapalya,4303.0,5.0,300.0,4,210
7705,Haralur Road,1315.0,2.0,85.0,2,90
7706,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2,184
7707,Bisuvanahalli,850.0,2.0,27.0,2,47
7708,7th Phase JP Nagar,1600.0,2.0,110.0,3,7
7709,Electronic City,1250.0,2.0,62.0,2,74
7710,others,1312.0,2.0,56.5,3,230
7711,Kadugodi,3000.0,4.0,134.0,4,117
7712,Whitefield,1990.0,3.0,98.0,3,224
7713,others,760.0,2.0,38.5,2,230
7714,Kadugodi,1614.0,2.0,59.0,3,117
7715,others,1182.0,2.0,60.1,3,230
7716,others,1053.0,2.0,46.29,2,230
7717,Gubbalala,2000.0,3.0,125.0,3,84
7718,Electronic City Phase II,1940.0,4.0,116.0,3,75
7719,Hennur Road,1590.0,3.0,105.0,3,96
7720,others,1035.0,2.0,52.79,2,230
7721,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3,184
7722,Thanisandra,1702.0,3.0,107.0,3,209
7723,Bisuvanahalli,1080.0,2.0,65.0,3,47
7724,Kasavanhalli,1189.0,2.0,45.0,2,130
7725,Tumkur Road,1035.0,2.0,39.0,2,214
7726,Hennur Road,1200.0,2.0,36.0,2,96
7727,Yelahanka,1330.0,2.0,93.65,2,226
7728,Kaggalipura,1210.0,2.0,65.0,3,119
7729,Chikkalasandra,1350.0,2.0,54.2,3,60
7730,Kaval Byrasandra,1900.0,2.0,65.0,3,133
7731,Ambedkar Nagar,1935.0,4.0,125.0,3,14
7732,others,1410.0,3.0,90.0,3,230
7733,others,1469.0,2.0,99.14,2,230
7734,Varthur,986.0,2.0,30.0,2,217
7735,others,1460.0,2.0,87.0,3,230
7736,Chandapura,1345.0,2.0,39.5,3,56
7737,Panathur,980.0,2.0,57.0,2,180
7738,Kudlu Gate,1164.0,2.0,75.0,2,148
7739,Subramanyapura,929.0,1.0,51.0,2,205
7740,Kundalahalli,1065.0,2.0,70.0,2,150
7741,Budigere,1172.0,2.0,56.725,2,53
7742,Electronic City,1020.0,2.0,30.27,2,74
7743,Yeshwanthpur,672.0,1.0,36.85,1,229
7744,Brookefield,1746.0,3.0,115.0,3,52
7745,others,1250.0,2.0,65.0,2,230
7746,Thanisandra,1188.0,2.0,39.0,2,209
7747,Whitefield,3565.0,4.0,218.0,4,224
7748,Marathahalli,1170.0,2.0,85.0,2,161
7749,others,1000.0,2.0,35.0,2,230
7750,Kasturi Nagar,2507.0,4.0,155.0,4,131
7751,Babusapalaya,1061.0,2.0,34.0,2,25
7752,KR Puram,1290.0,2.0,69.0,2,115
7753,Sarjapur,1200.0,2.0,42.6,2,193
7754,Bharathi Nagar,1120.0,2.0,39.29,2,43
7755,Sarjapur,1333.0,3.0,50.0,3,193
7756,Thanisandra,747.0,1.0,34.355,1,209
7757,Thanisandra,2030.0,4.0,125.0,3,209
7758,Balagere,1012.0,2.0,70.0,2,26
7759,Kudlu,1245.0,2.0,60.0,3,147
7760,7th Phase JP Nagar,1765.0,3.0,118.0,3,7
7761,Gottigere,1110.0,2.0,36.25,2,82
7762,others,967.0,2.0,47.8,2,230
7763,Sarjapur,1044.0,2.0,36.0,2,193
7764,Brookefield,1518.0,3.0,80.0,3,52
7765,KR Puram,1300.0,2.0,57.0,3,115
7766,others,1798.0,3.0,73.0,3,230
7767,KR Puram,866.28,2.0,36.38,2,115
7768,Whitefield,3410.0,5.0,253.0,4,224
7769,Singasandra,1179.0,2.0,56.0,2,201
7770,Haralur Road,1976.0,3.0,92.0,3,90
7771,5th Phase JP Nagar,1190.0,2.0,61.8,2,5
7772,Jakkur,1761.0,3.0,84.52,3,110
7773,Cooke Town,1700.0,3.0,120.0,3,62
7774,Electronic City,1128.0,2.0,64.8,2,74
7775,others,509.0,1.0,20.0,1,230
7776,Ambedkar Nagar,1852.0,4.0,122.0,3,14
7777,Varthur,1045.0,2.0,40.65,2,217
7778,others,3535.0,4.0,215.0,4,230
7779,others,1800.0,3.0,82.0,4,230
7780,Hebbal Kempapura,1436.0,2.0,75.0,3,93
7781,others,1397.0,2.0,52.0,3,230
7782,Kothanur,1140.0,2.0,56.0,2,146
7783,others,2050.0,3.0,135.0,3,230
7784,Sarjapur  Road,1335.0,2.0,95.0,2,194
7785,Thanisandra,1140.0,2.0,59.0,2,209
7786,Thanisandra,663.0,1.0,46.0,1,209
7787,Kanakpura Road,1450.0,3.0,60.9,3,127
7788,Kodichikkanahalli,1400.0,3.0,66.0,3,138
7789,others,1339.0,2.0,53.56,2,230
7790,others,1305.0,2.0,52.0,2,230
7791,Green Glen Layout,1740.0,3.0,80.0,3,83
7792,Anekal,680.0,1.0,21.0,2,18
7793,Bannerghatta Road,1154.0,2.0,47.0,2,35
7794,Munnekollal,1200.0,2.0,40.0,2,164
7795,Hennur,1155.0,2.0,54.5,2,95
7796,Sarjapur  Road,1525.0,2.0,63.0,3,194
7797,Hebbal,2470.0,5.0,192.0,4,92
7798,Padmanabhanagar,1100.0,2.0,60.0,2,178
7799,Hormavu,1250.0,2.0,65.0,2,100
7800,Kothanur,1400.0,2.0,70.0,2,146
7801,others,1600.0,3.0,100.0,3,230
7802,Electronic City,1060.0,2.0,55.0,2,74
7803,Horamavu Banaswadi,1272.0,2.0,50.0,2,99
7804,Kanakpura Road,1296.0,2.0,105.0,2,127
7805,Karuna Nagar,1945.0,3.0,115.0,3,129
7806,Chandapura,1033.0,2.0,30.47,3,56
7807,others,2300.0,2.0,69.0,3,230
7808,others,1235.0,2.0,52.76,2,230
7809,others,850.0,2.0,42.5,2,230
7810,Subramanyapura,1880.0,3.0,110.0,3,205
7811,Kenchenahalli,1060.0,2.0,52.0,2,134
7812,Hennur Road,2041.0,3.0,138.0,3,96
7813,others,1150.0,2.0,39.0,2,230
7814,LB Shastri Nagar,1184.0,2.0,62.0,2,151
7815,Sarjapur  Road,1680.0,3.0,126.0,3,194
7816,Thanisandra,1411.0,3.0,100.0,3,209
7817,Thanisandra,1702.0,3.0,120.0,3,209
7818,Yelahanka,1185.0,2.0,45.0,2,226
7819,Kanakpura Road,1300.0,3.0,64.0,3,127
7820,others,1545.0,3.0,65.0,3,230
7821,Jigani,1300.0,3.0,55.0,3,113
7822,JP Nagar,1107.0,2.0,57.0,2,109
7823,Old Madras Road,1720.0,3.0,106.0,3,177
7824,Bannerghatta Road,1000.0,2.0,44.5,2,35
7825,Electronic City,710.0,1.0,40.42,1,74
7826,Bannerghatta Road,1250.0,2.0,48.0,2,35
7827,Kaggadasapura,2400.0,4.0,130.0,5,118
7828,Hegde Nagar,1584.01,3.0,104.0,3,94
7829,Kaggadasapura,1485.0,2.0,70.0,3,118
7830,Hennur Road,1100.0,2.0,78.0,3,96
7831,8th Phase JP Nagar,1245.0,2.0,59.0,2,8
7832,Hennur Road,1880.0,4.0,154.0,4,96
7833,others,1050.0,2.0,45.0,2,230
7834,Bannerghatta Road,1640.0,3.0,105.0,3,35
7835,others,1165.0,2.0,65.0,2,230
7836,Kengeri Satellite Town,1110.0,2.0,43.0,2,136
7837,Uttarahalli,4500.0,4.0,150.0,4,216
7838,others,1200.0,1.0,42.0,2,230
7839,Jalahalli,1704.0,3.0,94.36,3,111
7840,7th Phase JP Nagar,1275.0,2.0,88.0,3,7
7841,Sarjapur  Road,1222.0,2.0,68.0,3,194
7842,Electronic City,1000.0,2.0,29.95,2,74
7843,Yelahanka,1517.0,3.0,71.28,3,226
7844,Horamavu Agara,1166.0,2.0,37.29,2,98
7845,5th Phase JP Nagar,4000.0,5.0,170.0,5,5
7846,Whitefield,1345.0,3.0,58.0,3,224
7847,EPIP Zone,3800.0,5.0,170.0,4,73
7848,Chandapura,971.0,2.0,38.0,3,56
7849,EPIP Zone,1810.0,2.0,65.0,2,73
7850,others,1300.0,2.0,58.0,2,230
7851,Thanisandra,1185.0,2.0,45.0,2,209
7852,others,1350.0,2.0,68.0,2,230
7853,Budigere,1590.0,3.0,76.16,3,53
7854,Somasundara Palya,1650.0,3.0,126.0,3,202
7855,others,1645.0,3.0,87.0,3,230
7856,Hennur Road,1748.0,3.0,103.0,3,96
7857,Kengeri Satellite Town,1170.0,2.0,50.0,2,136
7858,Sarjapur  Road,3420.0,4.0,225.0,4,194
7859,Hulimavu,1320.0,2.0,65.0,3,105
7860,Sarjapur  Road,1510.0,2.0,110.0,3,194
7861,others,2700.0,7.0,110.0,6,230
7862,others,1305.0,2.0,45.68,3,230
7863,Mahadevpura,1500.0,2.0,70.0,3,156
7864,Thanisandra,1948.0,4.0,129.0,4,209
7865,Margondanahalli,1448.0,3.0,70.0,3,162
7866,Sarjapur  Road,1242.0,2.0,78.0,2,194
7867,Sonnenahalli,1268.0,2.0,58.0,2,204
7868,Ramamurthy Nagar,1101.0,2.0,50.0,2,188
7869,others,1255.0,2.0,65.0,2,230
7870,Hosa Road,1089.0,2.0,32.67,2,101
7871,Kaggalipura,950.0,2.0,45.0,2,119
7872,HBR Layout,1068.0,2.0,43.0,2,87
7873,Yelahanka New Town,860.0,1.0,31.0,2,227
7874,Yelahanka,1756.0,3.0,66.73,3,226
7875,Whitefield,1205.0,2.0,41.0,2,224
7876,Hormavu,1604.0,3.0,68.0,3,100
7877,Ananth Nagar,1010.0,2.0,38.0,2,17
7878,Doddakallasandra,1010.0,2.0,41.0,2,69
7879,Yelahanka,1050.0,2.0,33.1,2,226
7880,Bannerghatta Road,1656.0,2.0,62.93,3,35
7881,others,1451.0,3.0,68.0,3,230
7882,JP Nagar,1250.0,2.0,93.0,2,109
7883,others,4395.0,3.0,240.0,3,230
7884,Sonnenahalli,1340.0,2.0,42.0,3,204
7885,others,1100.0,2.0,38.5,2,230
7886, Devarachikkanahalli,1700.0,3.0,71.0,3,0
7887,KR Puram,1096.0,2.0,43.0,2,115
7888,others,1936.0,3.0,139.0,3,230
7889,Nehru Nagar,1269.0,2.0,63.0,3,174
7890,Panathur,1586.0,3.0,125.0,3,180
7891,Kanakpura Road,1452.0,3.0,56.5,3,127
7892,Hosa Road,1538.0,3.0,107.0,3,101
7893,others,935.0,2.0,40.0,2,230
7894,others,1220.0,2.0,65.0,2,230
7895,Harlur,1197.0,2.0,77.0,2,91
7896,Varthur,674.0,1.0,19.9,2,217
7897,Kengeri,410.0,1.0,15.0,1,135
7898,Thanisandra,1573.0,3.0,90.0,3,209
7899,Dodda Nekkundi,1135.0,2.0,58.0,2,67
7900,others,1200.0,1.0,65.0,1,230
7901,others,1800.0,3.0,95.0,3,230
7902,others,2045.0,3.0,108.0,3,230
7903,Sonnenahalli,1268.0,2.0,56.0,2,204
7904,Yelahanka,1600.0,3.0,100.0,3,226
7905,Thanisandra,1056.0,2.0,70.0,2,209
7906,Whitefield,4500.0,4.0,330.0,4,224
7907,KR Puram,1204.0,2.0,58.0,2,115
7908,others,1410.0,2.0,54.0,3,230
7909,Hennur Road,1460.0,2.0,80.3,2,96
7910,Dodda Nekkundi,1100.0,2.0,41.18,2,67
7911,others,1310.0,2.0,88.0,2,230
7912,Sector 2 HSR Layout,1600.0,3.0,90.0,3,196
7913,others,1250.0,2.0,55.0,2,230
7914,Sarjapur  Road,1665.0,3.0,74.93,3,194
7915,Singasandra,1416.0,2.0,67.0,2,201
